-2.10929,1.37126,0.849201,-2.1941,0,-2.78274,2.11036,0.86369,0.134165,0
-1.43015,1.2291,0.690922,1.91398,0,-2.10929,1.37126,0.849201,-2.1941,0
-0.501347,0.86522,0.760999,-0.334724,0,-1.43015,1.2291,0.690922,1.91398,0
0.349601,1.38969,0.732363,-1.03422,0,-0.501347,0.86522,0.760999,-0.334724,0
1.07352,2.05324,0.921121,0.720606,0,0.349601,1.38969,0.732363,-1.03422,0
1.99633,2.39934,1.0904,2.7676,0,1.07352,2.05324,0.921121,0.720606,0
-3.35642,2.92913,0.886282,1.33313,0,-2.78274,2.11036,0.86369,0.134165,0
-4.15724,2.67944,1.43065,1.39699,0,-3.35642,2.92913,0.886282,1.33313,0
-3.04093,3.87756,0.917134,-2.51524,0,-3.35642,2.92913,0.886282,1.33313,0
2.46089,1.51445,1.12442,1.75308,0,1.99633,2.39934,1.0904,2.7676,0
-2.51187,4.62698,1.3152,-0.488066,0,-3.04093,3.87756,0.917134,-2.51524,0
-1.75309,5.27657,1.36308,-0.131053,0,-2.51187,4.62698,1.3152,-0.488066,0
-0.986836,0.326555,1.44958,0.547529,0,-0.501347,0.86522,0.760999,-0.334724,0
-2.36604,0.498281,1.26391,1.83223,0,-2.10929,1.37126,0.849201,-2.1941,0
-0.349661,-0.426317,1.61447,-2.57117,0,-0.986836,0.326555,1.44958,0.547529,0
-5.13073,2.8983,1.36426,-1.21677,0,-4.15724,2.67944,1.43065,1.39699,0
-5.62477,2.02957,1.32927,0.622987,0,-5.13073,2.8983,1.36426,-1.21677,0
2.56374,3.22267,1.10332,-1.77203,0,1.99633,2.39934,1.0904,2.7676,0
-1.95505,6.01825,0.723461,2.0456,0,-1.75309,5.27657,1.36308,-0.131053,0
-2.66304,-0.438698,1.44792,0.0478734,0,-2.36604,0.498281,1.26391,1.83223,0
-3.07506,0.343842,1.62588,-1.30599,0,-2.36604,0.498281,1.26391,1.83223,0
-3.10918,-1.32833,1.54549,-0.619406,0,-2.66304,-0.438698,1.44792,0.0478734,0
-2.78334,6.41951,1.11451,0.0974886,0,-1.95505,6.01825,0.723461,2.0456,0
-3.0719,-2.32511,1.61643,1.29824,0,-3.10918,-1.32833,1.54549,-0.619406,0
-3.53807,-3.20781,1.67582,-0.361697,0,-3.0719,-2.32511,1.61643,1.29824,0
-3.85127,0.17348,2.2329,0.382189,0,-3.07506,0.343842,1.62588,-1.30599,0
-3.76552,0.186217,2.07428,0.136248,0,-3.85127,0.17348,2.2329,0.382189,0
-0.533049,0.956946,2.07941,1.79998,0,-0.986836,0.326555,1.44958,0.547529,0
0.874504,2.29152,1.85991,1.01593,0,1.07352,2.05324,0.921121,0.720606,0
-5.6258,3.53859,1.95157,-1.20283,0,-5.13073,2.8983,1.36426,-1.21677,0
-5.53116,3.43653,1.63215,-2.17606,0,-5.6258,3.53859,1.95157,-1.20283,0
-4.39412,-3.57527,1.3123,1.20009,0,-3.53807,-3.20781,1.67582,-0.361697,0
-4.88961,-2.74696,1.0508,2.6547,0,-4.39412,-3.57527,1.3123,1.20009,0
1.28834,2.20357,1.48232,-1.12837,0,0.874504,2.29152,1.85991,1.01593,0
-0.115471,2.17916,1.94549,1.22018,0,0.874504,2.29152,1.85991,1.01593,0
-4.84952,1.46909,1.42568,-0.0788145,0,-5.62477,2.02957,1.32927,0.622987,0
-6.35973,2.86189,2.01022,-0.994009,0,-5.6258,3.53859,1.95157,-1.20283,0
-0.899017,2.53517,1.43627,0.440515,0,-0.115471,2.17916,1.94549,1.22018,0
-0.862219,5.67728,1.57703,-2.41458,0,-1.75309,5.27657,1.36308,-0.131053,0
-2.90304,-3.94453,1.9082,-1.11267,0,-3.53807,-3.20781,1.67582,-0.361697,0
-0.0433824,-1.36311,1.44531,0.425845,0,-0.349661,-0.426317,1.61447,-2.57117,0
-3.59153,5.87652,0.886476,-1.02676,0,-2.78334,6.41951,1.11451,0.0974886,0
-5.40512,0.701407,1.10634,1.96965,0,-4.84952,1.46909,1.42568,-0.0788145,0
-2.46841,5.52132,2.01762,-1.04866,0,-1.75309,5.27657,1.36308,-0.131053,0
-5.20881,-2.12931,1.76956,-0.48995,0,-4.88961,-2.74696,1.0508,2.6547,0
-4.01436,-1.54013,1.33883,2.90895,0,-3.10918,-1.32833,1.54549,-0.619406,0
-0.63398,6.56391,1.17478,-2.80788,0,-0.862219,5.67728,1.57703,-2.41458,0
-2.08624,-2.34469,1.78404,-0.493871,0,-3.0719,-2.32511,1.61643,1.29824,0
-1.16895,4.4682,1.29011,2.92472,0,-1.75309,5.27657,1.36308,-0.131053,0
-5.97911,-1.57053,1.50345,2.71987,0,-5.20881,-2.12931,1.76956,-0.48995,0
-2.22606,-0.628467,1.91937,-1.55406,0,-2.66304,-0.438698,1.44792,0.0478734,0
-2.09056,-4.51709,1.79845,2.04922,0,-2.90304,-3.94453,1.9082,-1.11267,0
-0.323665,3.25126,1.83148,0.503657,0,-0.899017,2.53517,1.43627,0.440515,0
-3.19988,-3.17736,1.3391,2.16167,0,-3.53807,-3.20781,1.67582,-0.361697,0
-5.82408,0.153824,1.83065,0.677734,0,-5.40512,0.701407,1.10634,1.96965,0
-3.46813,5.87987,1.58271,2.97473,0,-3.59153,5.87652,0.886476,-1.02676,0
2.65773,1.34874,1.78064,-1.36678,0,2.46089,1.51445,1.12442,1.75308,0
-1.1867,-4.94064,1.73812,-1.33848,0.00497683,-2.09056,-4.51709,1.79845,2.04922,0
