-4.53195,-2.90738,1.34629,-0.413384,0,-4.03695,-2.38021,2.03699,2.30369,0
-4.54346,-3.89168,1.52244,-1.67863,0,-4.53195,-2.90738,1.34629,-0.413384,0
-3.57315,-4.13232,1.49826,-1.90033,0.0571213,-4.54346,-3.89168,1.52244,-1.67863,0
-2.73099,-4.63681,1.68867,-1.04564,0.0571213,-3.57315,-4.13232,1.49826,-1.90033,0.0571213
-1.74315,-4.71807,1.5561,-1.96936,0.0571213,-2.73099,-4.63681,1.68867,-1.04564,0.0571213
-1.0456,-4.00247,1.59274,-2.59475,0.0571213,-1.74315,-4.71807,1.5561,-1.96936,0.0571213
-5.3439,-2.34069,1.20624,0.613706,0,-4.53195,-2.90738,1.34629,-0.413384,0
-3.8385,-1.40285,1.96356,1.451,0,-4.03695,-2.38021,2.03699,2.30369,0
-4.22412,-0.480478,1.94078,0.587895,0,-3.8385,-1.40285,1.96356,1.451,0
-3.70609,0.288996,1.5672,-2.33288,0,-4.22412,-0.480478,1.94078,0.587895,0
-0.0857343,-3.84893,1.35804,-0.797381,0.0571213,-1.0456,-4.00247,1.59274,-2.59475,0.0571213
-2.76002,-0.0228913,1.65482,0.706927,0,-3.70609,0.288996,1.5672,-2.33288,0
-4.47282,0.877322,1.31029,1.72218,0,-3.70609,0.288996,1.5672,-2.33288,0
-1.95519,0.564488,1.56981,-0.915037,0,-2.76002,-0.0228913,1.65482,0.706927,0
-1.84889,1.55727,1.62534,-2.48677,0,-1.95519,0.564488,1.56981,-0.915037,0
