-2.76773e-11,2.48133e-11,0.13,-1.01303e-17
-3.88685e-11,1.15919e-11,0.13,-1.23036e-17
-2.76773e-11,2.48133e-11,0.13,-1.50309e-17
-3.88685e-11,1.15919e-11,0.13,-1.71984e-17
-2.76773e-11,2.48133e-11,0.13,-1.99202e-17
-3.88685e-11,1.15919e-11,0.13,-2.20865e-17
-2.76773e-11,2.48133e-11,0.13,-2.47805e-17
-3.88685e-11,1.15919e-11,0.13,-2.69809e-17
-2.76773e-11,2.48133e-11,0.13,-2.96686e-17
-3.88685e-11,1.15919e-11,0.13,-3.18547e-17
-2.76773e-11,2.48133e-11,0.13,-3.45099e-17
-3.88685e-11,1.15919e-11,0.13,-3.66886e-17
-2.76773e-11,2.48133e-11,0.13,-3.93338e-17
-3.88685e-11,1.15919e-11,0.13,-4.15152e-17
-2.76773e-11,2.48133e-11,0.13,-4.42045e-17
-3.88685e-11,1.15919e-11,0.13,-4.64049e-17
-2.76773e-11,2.48133e-11,0.13,-4.90637e-17
-3.88686e-11,1.15919e-11,0.13,-5.12411e-17
-2.76773e-11,2.48133e-11,0.13,-5.31525e-17
0.0089349,2.18506e-06,0.207453,-4.23055e-07
0.0511753,3.37744e-05,0.351422,6.23872e-06
0.0902932,0.000124865,0.484104,9.54739e-06
0.116505,0.000264448,0.613438,7.69909e-06
0.125573,4.58987e-05,0.710142,-0.0115571
0.125567,-0.00257782,0.772687,-0.0429101
0.123114,-0.00703689,0.807644,-0.0834799
0.121577,-0.0123828,0.823086,-0.126353
0.121863,-0.0183112,0.828327,-0.179175
0.122801,-0.0241632,0.827842,-0.223826
0.123621,-0.0373825,0.822378,-0.316549
0.122889,-0.0463457,0.817167,-0.383704
0.121531,-0.0541215,0.814167,-0.455305
0.119117,-0.0629928,0.811826,-0.529506
0.112564,-0.0761013,0.808988,-0.63796
0.108432,-0.081806,0.807755,-0.690489
0.101907,-0.0895884,0.808093,-0.776629
0.0882712,-0.103777,0.807874,-0.919967
0.0879122,-0.104071,0.807856,-0.923177
0.0743512,-0.113327,0.807455,-1.04249
0.0627504,-0.12036,0.808306,-1.14992
0.0623417,-0.1206,0.808312,-1.15328
0.0400786,-0.129748,0.807436,-1.32016
0.0397019,-0.129846,0.807419,-1.32298
0.012596,-0.135507,0.808391,-1.534
0.0121266,-0.135549,0.808375,-1.53726
0.0116581,-0.135589,0.808358,-1.54051
-0.0134516,-0.134767,0.808366,-1.73066
-0.013872,-0.134736,0.808383,-1.73398
-0.0430438,-0.128753,0.807522,-1.94492
-0.0434138,-0.128611,0.807489,-1.94774
-0.0437804,-0.128469,0.807455,-1.95055
-0.0658059,-0.118932,0.808375,-2.13394
-0.066229,-0.118713,0.808367,-2.13723
-0.0901464,-0.101044,0.808293,-2.35722
-0.0904641,-0.100775,0.808313,-2.3605
-0.0907857,-0.100503,0.808332,-2.36379
-0.11193,-0.0765986,0.807422,-2.59042
-0.112124,-0.0762829,0.807448,-2.59325
-0.112315,-0.0759691,0.807481,-2.59611
-0.127569,-0.0469818,0.808047,-2.84034
-0.127709,-0.046566,0.808021,-2.8434
-0.127847,-0.0461522,0.807994,-2.84643
-0.327537,-0.219477,0.799563,-3.04588
-0.333497,-0.224734,0.79915,-3.04728
-0.339432,-0.229986,0.798753,-3.04869
-0.345337,-0.23523,0.798372,-3.05009
-0.632851,-0.501356,0.804713,3.13713
-0.632843,-0.501285,0.804712,3.13705
-0.632836,-0.501216,0.804711,3.13697
-0.632829,-0.501148,0.804709,3.1369
-0.632821,-0.501081,0.804707,3.13683
-0.632814,-0.501015,0.804704,3.13676
-0.632807,-0.50095,0.8047,3.13669
-0.633099,-0.499606,0.803039,3.13819
-0.633101,-0.499609,0.803034,3.13823
-0.633102,-0.499612,0.803029,3.13826
-0.633104,-0.499614,0.803025,3.13829
-0.633105,-0.499617,0.80302,3.13832
-0.633107,-0.49962,0.803016,3.13836
-0.633134,-0.499775,0.802871,3.14033
-0.633134,-0.499777,0.802871,3.14035
-0.633133,-0.499779,0.80287,3.14037
-0.758127,-0.499204,0.846617,-3.09182
-0.760475,-0.499204,0.847272,-3.09026
-0.76282,-0.499202,0.847927,-3.08868
-0.765163,-0.4992,0.848583,-3.08708
-0.767502,-0.499197,0.84924,-3.08544
-0.769837,-0.499193,0.849896,-3.08378
-0.944335,-0.494541,0.900169,-2.86077
-0.946176,-0.494478,0.900677,-2.85731
-1.09114,-0.495114,0.938201,-2.52758
-1.09277,-0.495164,0.938623,-2.52323
-1.09439,-0.495214,0.939044,-2.51888
-1.09601,-0.495264,0.939465,-2.51452
-1.09762,-0.495314,0.939885,-2.51016
-1.21136,-0.496003,0.97123,-2.16595
-1.21276,-0.495952,0.971641,-2.1613
-1.21415,-0.495899,0.972052,-2.15666
-1.21554,-0.495844,0.972463,-2.152
-1.33269,-0.481259,1.00916,-1.7365
-1.33399,-0.480968,1.00958,-1.73173
-1.33528,-0.480674,1.01001,-1.72696
-1.42,-0.454212,1.03834,-1.40669
-1.42124,-0.453715,1.03875,-1.40194
-1.42248,-0.453216,1.03917,-1.39719
-1.49413,-0.403717,1.06277,-0.960395
-1.49406,-0.403451,1.06279,-0.958059
-1.49398,-0.403187,1.06281,-0.955746
-1.4939,-0.402926,1.06282,-0.953457
-1.49382,-0.402667,1.06284,-0.95119
-1.48989,-0.389097,1.06411,-0.859481
-1.48998,-0.388658,1.06412,-0.858382
-1.50124,-0.356018,1.06295,-0.838731
-1.50167,-0.354834,1.06287,-0.838854
-1.52589,-0.285653,1.05602,-0.876113
-1.52646,-0.28399,1.05581,-0.877517
-1.56336,-0.182098,1.04086,-0.996033
-1.56405,-0.180344,1.04058,-0.998538
-1.6078,-0.0777489,1.02374,-1.16552
-1.60859,-0.0760027,1.02345,-1.16861
-1.66478,0.0428917,1.00464,-1.38622
-1.66566,0.0447184,1.00436,-1.38958
-1.71573,0.149105,0.989048,-1.58036
-1.71664,0.151009,0.988778,-1.58378
-1.71755,0.152914,0.988508,-1.58721
-1.76117,0.245804,0.975602,-1.75223
-1.76208,0.247774,0.975334,-1.75568
-1.76299,0.249746,0.975066,-1.75913
-1.81951,0.376648,0.95856,-1.97271
-1.8204,0.378739,0.958291,-1.97615
-1.8953,0.55417,0.935325,-2.31616
-1.89554,0.554568,0.93525,-2.31785
-1.89578,0.554955,0.935178,-2.31952
-1.89602,0.555334,0.935107,-2.32118
-1.89626,0.555704,0.935038,-2.32282
-1.91382,0.58756,0.93923,-2.39383
-1.91423,0.588432,0.939461,-2.39383
-1.91466,0.589319,0.939696,-2.3938
-1.95735,0.67138,0.963924,-2.32731
-1.9581,0.672789,0.964373,-2.32544
-1.95885,0.6742,0.964825,-2.32355
-2.01176,0.781701,1.00204,-2.13014
-2.01241,0.783178,1.00256,-2.12696
-2.01306,0.784654,1.00308,-2.12376
-2.06103,0.911768,1.04738,-1.81924
-2.06151,0.913276,1.04789,-1.81546
-2.06199,0.914786,1.04841,-1.81168
-2.06247,0.916299,1.04892,-1.80789
-2.09184,1.01768,1.08181,-1.56008
-2.09229,1.01933,1.08232,-1.55614
-2.12541,1.14836,1.12037,-1.26227
-2.12586,1.15017,1.12088,-1.25829
-2.12631,1.15199,1.12139,-1.2543
-2.15726,1.27637,1.155,-0.991416
-2.15775,1.2783,1.1555,-0.987489
-2.15824,1.28023,1.15599,-0.983567
-2.18329,1.41785,1.18231,-0.622657
-2.1832,1.41816,1.18232,-0.621037
-2.1831,1.41845,1.18234,-0.619435
-2.18301,1.41874,1.18235,-0.617851
-2.18291,1.41903,1.18236,-0.616285
-2.18484,1.4406,1.18941,-0.553986
-2.1853,1.44122,1.18967,-0.554012
-2.18577,1.44185,1.18994,-0.554073
-2.26268,1.51378,1.21814,-0.655664
-2.26407,1.51488,1.21857,-0.658193
-2.26546,1.51599,1.219,-0.66075
-2.38576,1.59778,1.25285,-0.920564
-2.38749,1.59884,1.2533,-0.924658
-2.38923,1.5999,1.25375,-0.928766
-2.52092,1.67886,1.28642,-1.25128
-2.52285,1.68003,1.28688,-1.25605
