-0.323218,2.40936,1.77739,-0.942646,0,-0.824718,2.67736,0.954795,1.25861,0
0.658245,2.23952,1.68858,2.67668,0,-0.323218,2.40936,1.77739,-0.942646,0
1.62277,2.29486,1.94669,0.440504,0,0.658245,2.23952,1.68858,2.67668,0
2.47331,2.82077,1.95001,-1.20969,0,1.62277,2.29486,1.94669,0.440504,0
2.99238,3.64596,2.17277,2.46477,0,2.47331,2.82077,1.95001,-1.20969,0
3.66881,4.36931,2.03417,-0.473507,0,2.99238,3.64596,2.17277,2.46477,0
3.93973,5.32865,2.11333,-1.27815,0,3.66881,4.36931,2.03417,-0.473507,0
4.65541,6.0244,2.05221,0.0345458,0,3.93973,5.32865,2.11333,-1.27815,0
5.64855,6.11939,2.12046,1.10159,0,4.65541,6.0244,2.05221,0.0345458,0
6.36081,6.64898,1.65979,1.66209,0.000862457,5.64855,6.11939,2.12046,1.10159,0
-1.25664,3.5546,0.745299,-2.74591,0,-0.824718,2.67736,0.954795,1.25861,0
-0.836977,1.55342,1.83589,-2.60017,0,-0.323218,2.40936,1.77739,-0.942646,0
-1.43685,0.753327,1.83891,-2.18988,0,-0.836977,1.55342,1.83589,-2.60017,0
-1.34803,-0.223931,1.64636,0.838793,0,-1.43685,0.753327,1.83891,-2.18988,0
3.22748,2.16956,2.03464,-1.93378,0,2.47331,2.82077,1.95001,-1.20969,0
